ESPH1705148347 ESPH1704373126 USAM0071494672
USAH0001878877 USAH0001541535 USAM0000470308
USAM0000470308 00000000000000 00000000000000
USAH0001541535 00000000000000 00000000000000
USAH0003165724 USAH0003054936 USAM0000617287
USAM0000617287 USAH0002498670 USAM0000602658
USAH0002498670 USAH0002139092 USAM0000571291
USAM0000571291 USAH0001879821 USAM0000519828
USAM0000519828 00000000000000 00000000000000
USAH0001879821 USAH0001796086 USAM0000452066
USAM0000452066 00000000000000 00000000000000
USAH0001796086 USAH0001425965 USAM0000435991
USAM0000435991 00000000000000 00000000000000
USAH0001425965 USAH0001284876 USAM0000410363
USAM0000410363 00000000000000 00000000000000
USAH0001284876 00000000000000 00000000000000
USAH0002139092 USAH0001989133 USAM0000552535
USAM0000552535 USAH0001553713 USAM0000421657
USAM0000421657 00000000000000 00000000000000
USAH0001553713 USAH0001159177 USAM0000448498
USAM0000448498 00000000000000 00000000000000
USAH0001159177 00000000000000 00000000000000
USAH0001989133 USAH0001750924 USAM0000530116
USAM0000530116 USAH0001594637 USAM0000409293
USAH0001594637 00000000000000 00000000000000
USAH0001750924 USAH0001555357 00000000000000
USAH0001555357 00000000000000 00000000000000
USAH0003054936 USAH0002944251 USAM0000609128
USAM0000609128 USAH0002349560 USAM0000600211
USAM0000600211 USAH0001909488 USAM0000566264
USAM0000566264 USAH0001604255 USAM0000506147
USAH0001604255 USAH0001282661 USAM0000382831
USAM0000382831 00000000000000 00000000000000
USAH0001282661 00000000000000 00000000000000
USAH0001909488 USAH0001502800 USAM0000470945
USAM0000470945 00000000000000 00000000000000
USAH0002349560 USAH0001714259 USAM0000563821
USAM0000563821 USAH0001932103 USAM0000497355
USAM0000497355 00000000000000 00000000000000
USAH0001932103 00000000000000 00000000000000
USAH0001714259 USAH0001427698 USAM0000473472
USAM0000473472 00000000000000 00000000000000
USAH0001427698 00000000000000 00000000000000
USAH0002944251 USAH0002836532 USAM0000602754
USAM0000602754 USAH0001786161 USAM0000497574
USAH0001786161 USAH0001447846 USAM0000396681
USAH0002836532 USAH0002720109 USAM0000584259
USAM0000584259 USAH0001912145 USAM0000519828
USAH0001912145 USAH0001651664 USAM0000452066
USAH0001651664 00000000000000 00000000000000
USAH0002720109 USAH0002560707 USAM0000553149
USAM0000553149 USAH0001732726 USAM0000534585
USAH0001732726 USAH0001294280 USAM0000518241
USAM0000518241 00000000000000 00000000000000
USAH0001294280 00000000000000 00000000000000
USAH0002560707 USAH0002458933 USAM0000595030
USAM0000595030 USAH0002137341 USAM0000564209
USAM0000564209 USAH0001731989 USAM0000506147
USAH0001731989 USAH0001285011 USAM0000473256
USAH0002137341 00000000000000 00000000000000
USAH0002458933 USAH0002271798 USAM0000573809
USAM0000573809 USAH0001794021 USAM0000559991
USAM0000559991 USAH0001726388 USAM0000462656
USAM0000462656 00000000000000 00000000000000
USAH0001726388 USAH0001541985 USAM0000457631
USAH0001541985 00000000000000 00000000000000
USAH0001794021 USAH0001608043 USAM0000464209
USAM0000464209 00000000000000 00000000000000
USAH0001608043 00000000000000 00000000000000
USAH0002271798 00000000000000 00000000000000
USAH0001755955 00000000000000 00000000000000
USAH0002175411 00000000000000 USAM0000662443
USAH0003186458 00000000000000 00000000000000
USAH0005594456 USAH0004411570 USAM0001189870
USAH0004411570 USAH0002939101 USAM0000955619
USAM0000955619 00000000000000 XXXM0000144017
XXXM0000144017 00000000000000 00000000000000
USAH0002939101 USAH0002939100 USAM0000915703
USAM0000915703 00000000000000 00000000000000
USAH0002939100 00000000000000 00000000000000
USAH0007154917 USAH0004683707 USAM0001434100
USAM0001434100 USAH0003319994 USAM0001189870
USAH0003319994 USAH0002962054 USAM0001025902
USAM0001025902 00000000000000 USAM0000769577
USAM0000769577 00000000000000 USAM0000667915
USAH0002962054 00000000000000 00000000000000
USAH0004683707 USAH0004387128 USAM0001207908
USAM0001207908 USAH0003182559 USAM0001149833
USAM0001149833 00000000000000 00000000000000
USAH0003182559 00000000000000 00000000000000
USAH0004387128 USAH0003479708 USAM0001044461
USAM0001044461 00000000000000 00000000000000
USAH0003479708 00000000000000 00000000000000
USAH0014854001 USAH0014250458 USAM0002020049
USAM0002020049 USAH0011356580 USAM0001806201
USAM0001806201 USAH0009094087 USAM0001620273
USAM0001620273 USAH0006396662 USAM0001428104
USAM0001428104 USAH0004103183 USAM0001038509
USAH0004103183 USAH0003780371 USAM0001211874
USAM0001211874 USAH0002810586 USAM0001118038
USAM0001118038 USAH0002462860 USAM0000808292
USAM0000808292 00000000000000 00000000000000
USAH0002462860 00000000000000 00000000000000
USAH0002810586 USAH0002655532 USAM0000878259
USAM0000878259 00000000000000 00000000000000
USAH0002655532 00000000000000 00000000000000
USAH0003780371 USAH0003093548 USAM0001041509
USAM0001041509 USAH0002118431 USAM0000965372
USAM0000965372 00000000000000 00000000000000
USAH0002118431 00000000000000 00000000000000
USAH0003093548 USAH0002798396 USAM0000948065
USAM0000948065 00000000000000 00000000000000
USAH0002798396 00000000000000 00000000000000
USAH0006396662 USAH0005133062 USAM0001347940
USAM0001347940 USAH0004227925 USAM0001104074
USAH0004227925 USAH0002471271 USAM0000934577
USAM0000934577 USAH0002388170 USAM0000892887
USAM0000892887 00000000000000 00000000000000
USAH0002388170 USAH0001528183 00000000000000
USAH0001528183 00000000000000 00000000000000
USAH0005133062 USAH0004412245 USAM0001189870
USAH0004412245 USAH0003918992 USAM0001232399
USAM0001232399 USAH0002378160 USAM0001104074
USAH0002378160 00000000000000 00000000000000
USAH0003918992 USAH0002661674 USAM0001104074
USAH0002661674 00000000000000 00000000000000
USAH0009094087 USAH0007616234 USAM0001308101
USAM0001308101 USAH0003235818 USAM0001267271
USAM0001267271 USAH0002314452 USAM0001113263
USAM0001113263 USAH0002072029 USAM0000714704
USAM0000714704 00000000000000 USAM0000684966
USAM0000684966 00000000000000 00000000000000
USAH0002072029 00000000000000 00000000000000
USAH0002314452 USAH0002069899 USAM0000793004
USAH0003235818 USAH0002839479 USAM0001015037
USAM0001015037 USAH0002295458 USAM0000915469
USAH0002295458 00000000000000 00000000000000
USAH0002839479 USAH0002328152 USAM0000915469
USAH0002328152 00000000000000 00000000000000
USAH0007616234 USAH0006659278 USAM0001427381
USAH0006659278 USAH0004930663 USAM0001244845
USAM0001244845 USAH0003352652 USAM0001189593
USAM0001189593 USAH0002347083 USAM0000915940
USAM0000915940 USAH0002208022 USAM0000819476
USAH0002208022 USAH0010585472 USAM0001840808
USAM0001840808 USAH0008070110 USAM0001650414
USAH0008070110 USAH0007475119 USAM0001450228
USAM0001450228 USAH0003818879 USAM0001396885
USAM0001396885 USAH0004496001 USAM0001344345
USAM0001344345 USAH0004143918 USAM0001282125
USAM0001282125 USAH0003390352 USAM0001161476
USAM0001161476 USAH0002863803 USAM0001091411
USAM0001091411 00000000000000 00000000000000
USAH0002863803 00000000000000 00000000000000
USAH0003390352 USAH0002695045 USAM0000852063
USAM0000852063 USAH0001346021 USAM0000666430
USAM0000666430 00000000000000 00000000000000
USAH0001346021 00000000000000 00000000000000
USAH0002695045 USAH0001956182 USAM0000842735
USAM0000842735 USAH0001883801 USAM0000629472
USAH0001883801 USAH0001639667 00000000000000
USAH0001639667 00000000000000 USAM0000396511
USAM0000396511 USAH0000538447 USAM0000166136
USAM0000166136 00000000000000 00000000000000
USAH0000538447 00000000000000 00000000000000
USAH0001956182 00000000000000 00000000000000
USAH0004143918 USAH0003265543 USAM0001195201
USAM0001195201 USAH0003079023 USAM0000936022
USAM0000936022 USAH0002384711 USAM0000859607
USAM0000859607 00000000000000 00000000000000
USAH0002384711 00000000000000 00000000000000
USAH0003079023 USAH0002049668 USAM0000779928
USAM0000779928 00000000000000 00000000000000
USAH0002049668 00000000000000 00000000000000
USAH0003265543 USAH0002874062 USAM0001045230
USAM0001045230 00000000000000 00000000000000
USAH0002874062 00000000000000 00000000000000
USAH0004496001 USAH0003031786 USAM0001195201
USAH0003031786 USAH0002569875 USAM0000976711
USAM0000976711 USAH0001927024 USAM0000934488
USAM0000934488 00000000000000 00000000000000
USAH0001927024 00000000000000 00000000000000
USAH0002569875 USAH0002334246 USAM0000882020
USAM0000882020 00000000000000 00000000000000
USAH0002334246 00000000000000 00000000000000
USAH0003818879 USAH0003529694 USAM0001184662
USAM0001184662 USAH0002740517 USAM0001068870
USAM0001068870 USAH0002347083 USAM0000933122
USAH0002347083 USAH0002182988 USAM0000819476
USAH0002182988 USAH0001791733 USAM0000717830
USAM0000717830 00000000000000 00000000000000
USAH0001791733 00000000000000 00000000000000
USAH0002740517 USAH0002156629 USAM0000874538
USAM0000874538 USAH0001765663 USAM0000664525
USAM0000664525 USAH0001343662 USAM0000374618
USAM0000374618 00000000000000 00000000000000
USAH0001343662 00000000000000 00000000000000
USAH0001765663 USAH0001568173 USAM0000664525
USAH0001568173 USAH0001337944 USAM0000573141
USAM0000573141 00000000000000 00000000000000
USAH0001337944 00000000000000 00000000000000
USAH0002156629 USAH0001798998 USAM0000744632
USAM0000744632 00000000000000 00000000000000
USAH0001798998 00000000000000 00000000000000
USAH0003529694 USAH0003185911 USAM0000886182
USAM0000886182 USAH0001434925 USAM0000600230
USAM0000600230 USAH0001065106 USAM0000543327
USAM0000543327 00000000000000 00000000000000
USAH0001065106 00000000000000 00000000000000
USAH0001434925 USAH0000610608 USAM0000416391
USAM0000416391 00000000000000 00000000000000
USAH0000610608 00000000000000 00000000000000
USAH0003185911 USAH0002494686 USAM0000921028
USAM0000921028 USAH0002351971 USAM0000731137
USAM0000731137 USAH0001189675 USAM0000514545
USAM0000514545 USAH0000992261 USAM0000217272
USAM0000217272 USAH0000124235 USAM0000110160
USAM0000110160 00000000000000 00000000000000
USAH0000124235 00000000000000 00000000000000
USAH0000992261 USAH0000697968 USAM0000281468
USAM0000281468 00000000000000 00000000000000
USAH0000697968 00000000000000 00000000000000
USAH0001189675 00000000000000 00000000000000
USAH0002351971 00000000000000 00000000000000
USAH0002494686 USAH0002207005 USAM0000827089
USAM0000827089 00000000000000 00000000000000
USAH0002207005 00000000000000 00000000000000
USAH0007475119 USAH0006828960 USAM0001427381
USAH0006828960 USAH0005931976 USAM0001410984
USAM0001410984 USAH0002569786 USAM0001189870
USAH0002569786 USAH0002171820 USAM0000848777
USAH0002171820 USAH0001963271 00000000000000
USAH0001963271 00000000000000 00000000000000
USAH0005931976 USAH0005523133 USAM0001291028
USAM0001291028 USAH0002396981 USAM0001222989
USAM0001222989 USAH0002956799 USAM0001112211
USAH0002956799 00000000000000 00000000000000
USAH0002396981 00000000000000 00000000000000
USAH0005523133 USAH0004951677 USAM0001179373
USAM0001179373 USAH0002252406 USAM0001046284
USAM0001046284 00000000000000 00000000000000
USAH0002252406 00000000000000 00000000000000
USAH0004951677 USAH0004332384 USAM0001314816
USAM0001314816 USAH0003239051 USAM0001024453
USAH0003239051 00000000000000 00000000000000
USAH0004332384 USAH0003988145 USAM0001249039
USAM0001249039 USAH0002219066 USAM0001145273
USAM0001145273 USAH0002411813 USAM0001026650
USAM0001026650 00000000000000 00000000000000
USAH0002411813 00000000000000 00000000000000
USAH0002219066 00000000000000 00000000000000
USAH0003988145 00000000000000 00000000000000
USAH0010585472 00000000000000 USAM0001631223
USAM0001631223 USAH0006830545 USAM0001491007
USAH0006830545 USAH0005809521 CANM0000264137
CANM0000264137 CANH0000814602 CANM0000239301
CANH0000814602 CANH0000381547 CANM0000180114
CANM0000180114 CANH0000382721 CANM0000155159
CANH0000382721 CANH0000170266 CANM0000115471
CANM0000115471 00000000000000 00000000000000
CANH0000381547 CANH0000289628 CANM0000104685
CANM0000104685 CANH0000206358 CANM0000099201
CANM0000099201 00000000000000 00000000000000
CANH0000206358 00000000000000 00000000000000
CANH0000289628 00000000000000 00000000000000
USAH0005809521 USAH0005068213 USAM0001144239
USAM0001144239 USAH0002628437 USAM0000933122
USAH0002628437 USAH0001776050 USAM0000771551
USAM0000771551 USAH0001877897 USAM0000711382
USAM0000711382 USAH0001189675 USAM0000514545
USAH0001877897 00000000000000 00000000000000
USAH0001776050 00000000000000 00000000000000
USAH0005068213 USAH0003994199 USAM0001142734
USAM0001142734 USAH0002482700 USAM0000742938
USAM0000742938 00000000000000 USAM0000640078
USAM0000640078 00000000000000 00000000000000
USAH0003994199 USAH0003500427 CANM0000189101
CANM0000189101 00000000000000 CANM0000155159
USAH0003500427 00000000000000 00000000000000
USAH0003352652 USAH0002981945 USAM0000895911
USAM0000895911 00000000000000 00000000000000
USAH0002981945 00000000000000 00000000000000
USAH0004930663 00000000000000 USAM0001204669
USAM0001204669 USAH0002440783 USAM0000848777
USAH0002440783 00000000000000 00000000000000
USAH0011356580 USAH0010585845 USAM0001723741
USAM0001723741 USAH0008531250 USAM0001578139
USAM0001578139 USAH0005287566 USAM0001427381
USAH0005287566 USAH0003716162 USAM0001189870
USAH0003716162 USAH0002883598 USAM0000986777
USAM0000986777 00000000000000 USAM0000919604
USAM0000919604 00000000000000 00000000000000
USAH0002883598 00000000000000 USAM0000954675
USAM0000954675 00000000000000 00000000000000
USAH0008531250 USAH0007155619 USAM0001491007
USAH0007155619 USAH0005802423 USAM0001483446
USAM0001483446 USAH0003352652 USAM0001396617
USAM0001396617 USAH0003818879 USAM0001244845
USAH0005802423 CANH0001434385 USAM0001268689
USAM0001268689 USAH0003227192 USAM0001181068
USAM0001181068 USAH0002584378 USAM0000892522
USAM0000892522 USAH0001910493 USAM0000793004
USAH0002584378 USAH0001978325 USAM0000884838
USAM0000884838 USAH0001851778 USAM0000673525
USAH0001851778 00000000000000 00000000000000
USAH0001978325 USAH0001808015 USAM0000647915
USAM0000647915 00000000000000 00000000000000
USAH0001808015 00000000000000 00000000000000
USAH0003227192 USAH0002584378 USAM0002025792
USAM0002025792 00000000000000 00000000000000
CANH0001434385 00000000000000 00000000000000
USAH0010585845 USAH0008219189 USAM0001650414
USAH0008219189 USAH0007427964 USAM0001450228
USAH0007427964 USAH0006685874 USAM0001381027
USAM0001381027 USAH0003872209 USAM0001298430
USAM0001298430 USAH0002734741 CANM0000198998
USAH0002734741 00000000000000 00000000000000
USAH0003872209 USAH0003722124 USAM0001182957
USAM0001182957 USAH0003074807 USAM0001013415
USAH0003074807 00000000000000 00000000000000
USAH0003722124 USAH0002918801 USAM0001013415
USAH0002918801 00000000000000 00000000000000
USAH0006685874 USAH0003975551 USAM0001397517
USAM0001397517 USAH0003862151 USAM0001189870
USAH0003862151 USAH0003127425 USAM0001181068
USAH0003127425 USAH0002903885 00000000000000
USAH0002903885 00000000000000 00000000000000
USAH0003975551 USAH0003273542 USAM0000955493
USAM0000955493 00000000000000 00000000000000
USAH0003273542 USAH0003093993 USAM0000919608
USAM0000919608 00000000000000 00000000000000
USAH0003093993 00000000000000 00000000000000
USAH0014250458 USAH0011367163 USAM0001929410
USAM0001929410 USAH0009804790 USAM0001723741
USAH0009804790 USAH0009019013 USAM0001590582
USAM0001590582 USAH0006191834 USAM0001399824
USAH0006191834 USAH0005076344 CANM0000273925
CANM0000273925 USAH0003232651 CANM0000212300
CANM0000212300 CANH0000482464 CANM0000197964
CANH0000482464 CANH0000413674 CANM0000119713
CANH0000413674 00000000000000 00000000000000
USAH0003232651 USAH0002494802 USAM0001005816
USAM0001005816 00000000000000 00000000000000
USAH0002494802 00000000000000 00000000000000
USAH0005076344 USAH0004496921 USAM0001113350
USAH0004496921 00000000000000 USAM0000976710
USAM0000976710 USAH0002354812 USAM0000930323
USAM0000930323 00000000000000 00000000000000
USAH0002354812 00000000000000 00000000000000
USAH0009019013 USAH0005160855 USAM0001491007
USAH0005160855 00000000000000 00000000000000
USAH0011367163 USAH0010617893 USAM0001672151
USAM0001672151 USAH0007426159 USAM0001491007
USAH0007426159 USAH0006871727 CANM0000267150
CANM0000267150 CANH0000547099 CANM0000198998
USAH0006871727 USAH0004998035 USAM0001175471
USAM0001175471 USAH0002912140 USAM0001035459
USAM0001035459 USAH0002229902 USAM0000729449
USAH0002229902 00000000000000 00000000000000
USAH0002912140 USAH0002726345 00000000000000
USAH0002726345 00000000000000 00000000000000
USAH0004998035 USAH0003301408 USAM0001038509
USAH0003301408 USAH0002711325 USAM0000926234
USAM0000926234 USAH0002185920 USAM0000813522
USAM0000813522 USAH0001765663 USAM0000711382
USAH0002185920 00000000000000 USAM0000664525
USAH0002711325 USAH0002474563 USAM0000895180
USAM0000895180 00000000000000 00000000000000
USAH0002474563 00000000000000 00000000000000
USAH0010617893 USAH0008829695 USAM0001583197
USAH0008829695 USAH0006865422 USAM0001432733
USAM0001432733 USAH0004511936 USAM0001189870
USAH0004511936 USAH0003756036 USAM0001221490
USAM0001221490 USAH0003037801 USAM0001045541
USAM0001045541 USAH0002608828 USAM0000877828
USAM0000877828 00000000000000 00000000000000
